time,Ml,Ml_unc
1564271632,0.267713,0.600806
1564271678,0.647673,0.470421
1564271724,0.24535,0.72832
1564271778,1.586726,0.500766
1564271811,0.569938,1.009082
1564271851,0.499802,1.228405
1564271869,0.689582,0.607876
1564271881,0.61624,0.680162
1564271898,0.397744,0.556405
1564271911,1.546005,0.571742
1564271947,0.299716,0.608041
1564271984,0.50064,0.703407
1564272044,-0.222854,0.748543
1564272057,0.709439,0.79972
1564272134,2.072804,0.595448
1564272216,0.905,0.628994
1564272234,0.188551,1.188571
1564272254,0.235836,0.703826
1564272359,1.943582,0.310624
1564272444,0.566903,0.646919
1564272465,0.38218,0.832713
1564272472,0.407999,1.031172
1564272489,0.401846,0.766503
1564272558,0.429008,0.924965
1564272578,0.386369,0.577155
1564272614,0.412274,0.388204
1564272688,0.228103,0.597669
1564272709,-0.110241,0.806508
1564272719,0.793777,0.793661
1564272769,1.045752,0.483866
1564272777,0.844977,0.74253
1564272802,1.412296,0.335387
1564272811,1.608202,0.58607
1564272847,0.970577,0.591157
1564272922,0.858793,0.563136
1564273002,0.237309,0.783565
1564273029,0.699139,0.718147
1564273055,0.156994,0.839089
1564273081,0.210064,0.569241
1564273133,1.972878,0.466586
1564273199,-0.03676,0.890833
1564273209,0.970094,0.581128
1564273333,0.720258,0.665009
1564273349,0.493741,0.872453
1564273416,0.948938,0.539091
1564273436,1.410264,0.594175
1564273461,0.289502,0.855423
1564273470,0.549332,0.796202
1564273527,0.698627,1.132587
1564273561,0.69709,0.684896
1564273583,1.260344,0.529897
1564273603,1.390874,0.671393
1564273666,1.163105,0.543076
1564273684,0.587478,0.906139
1564273708,0.98173,0.626113
1564273790,0.47584,0.684142
1564273835,0.654829,0.536113
1564273850,0.36663,0.631758
1564273985,-0.360987,0.786871
1564274000,0.784465,0.962805
1564274008,0.935791,0.458347
1564274073,0.415485,0.692749
1564274086,0.504058,1.086334
1564274131,1.275795,0.459281
1564274176,0.588697,0.785915
1564274241,-0.810822,0.570297
1564274253,0.132668,0.806818
1564274304,0.455114,0.78002
1564274317,0.39822,0.417916
1564274330,0.517821,0.665523
1564274367,0.604007,0.863801
1564274396,0.377589,0.455307
1564274427,0.593076,0.510854
1564274461,0.209596,0.412357
1564274479,2.211414,0.587433
1564274525,0.9112,0.644305
1564274576,0.159413,0.620897
1564274612,-0.034316,0.669413
1564274620,0.457263,0.889641
1564274676,0.515209,0.598181
1564274735,-0.25291,0.85034
1564274761,0.681259,0.502895
1564274843,0.233652,1.058346
1564274869,0.700817,0.68598
1564274898,1.162907,0.802186
1564274947,-0.018465,0.625989
1564274965,0.783828,0.846278
1564274982,0.541389,0.54205
1564275076,0.257835,0.583411
1564275122,1.288869,0.442752
1564275152,0.420657,0.910366
1564275176,0.4316,1.016389
1564275197,0.288835,0.862768
1564275230,0.326573,0.920718
1564275261,0.283656,0.226957
1564275308,0.688692,0.632986
1564275446,1.148759,0.462263
1564275493,-0.279975,0.726277
1564275530,0.69604,0.433518
1564275555,-0.439193,0.924913
1564275613,0.425157,0.948852
1564275640,0.394305,0.619816
1564275657,0.105033,0.345761
1564275731,0.90465,0.654681
1564275765,0.576629,1.038833
1564275822,-0.066492,0.651221
1564275830,0.489008,0.770734
1564275877,1.340969,0.703784
1564275982,0.904327,0.486201
1564275999,1.146308,0.613878
1564276044,0.309522,0.442233
1564276054,0.481656,0.667328
1564276145,0.418191,0.629832
1564276158,0.649009,0.813433
1564276211,0.518851,0.657986
1564276284,0.132729,0.978337
1564276379,0.274067,0.559549
1564276395,0.24779,0.775199
1564276416,-0.028105,0.634712
1564276440,0.460327,0.465706
1564276446,0.691074,0.67169
1564276481,0.182096,0.649958
1564276499,0.24198,1.005277
1564276543,0.138707,0.861105
1564276566,-0.236178,0.914611
1564276602,-0.202305,0.61261
1564276612,0.976398,0.608813
1564276647,0.18799,0.528517
1564276661,1.971576,0.444275
1564276713,0.475625,0.920299
1564276764,-0.067434,0.926356
1564276771,0.600225,0.664096
1564276787,0.630251,0.817643
1564276839,0.055698,0.927779
1564276847,1.378017,0.502073
1564276868,0.686207,0.599849
1564276896,0.672409,0.765725
1564276972,0.809738,0.792966
1564277003,-0.20208,0.645301
1564277019,0.22061,0.669152
1564277046,0.846915,0.531839
1564277065,0.797549,0.739263
1564277087,1.247011,0.530417
1564277126,0.508013,0.857344
1564277150,0.071544,0.560619
1564277207,0.371469,0.577741
1564277234,0.358933,1.220857
1564277306,0.331511,0.828992
1564277363,0.83789,0.569857
1564277410,1.999048,0.687406
1564277467,0.806948,0.414632
1564277529,0.371454,0.739646
1564277545,-0.356358,0.727245
1564277564,0.501961,0.368728
1564277599,0.853489,0.454598
1564277606,1.317811,0.334283
1564277640,0.250623,1.0025
1564277650,0.317119,0.630452
1564277673,-0.114063,0.614552
1564277704,0.347303,0.572236
1564277738,0.656221,0.475818
1564277779,0.855758,1.011164
1564277805,0.480339,0.86794
1564277824,0.21236,0.937541
1564277847,0.974694,0.654565
1564277872,0.497977,0.66018
1564277910,0.311288,0.729184
1564277965,1.462387,0.358504
1564277978,0.878969,0.519139
1564278008,0.490756,0.747402
1564278030,0.378629,1.472215
1564278057,1.058095,0.615189
1564278083,1.355098,0.512763
1564278105,0.294711,0.688578
1564278179,0.056966,0.602839
1564278209,1.261673,0.625275
1564278262,0.727707,0.416922
1564278289,0.692525,0.532694
1564278325,-1.269081,0.774394
1564278368,-0.261312,0.682502
1564278401,-0.176582,1.169677
1564278431,0.808024,0.503557
1564278458,0.587209,0.555134
1564278491,0.144198,0.780231
1564278505,0.405414,0.675704
1564278536,0.469817,0.584268
1564278558,-0.016325,1.197789
1564278582,0.263867,0.55582
1564278643,0.390335,0.588847
1564278701,0.251891,0.717727
1564278757,0.515064,0.821416
1564278810,0.871229,0.743554
1564278950,0.288953,0.75422
1564279006,1.289312,0.776735
1564279014,1.528454,0.521152
1564279049,0.382998,0.646983
1564279058,1.201807,0.431276
1564279111,1.573715,0.527032
1564279233,0.363652,0.80672
1564279267,0.031568,0.6595
1564279331,0.015882,0.636865
1564279362,0.705788,0.554944
1564279379,1.036003,0.621161
1564279418,1.117069,0.745961
1564279426,1.274643,0.601607
1564279474,0.389265,0.646785
1564279544,0.943364,0.627593
1564279558,1.348508,0.41835
1564279604,0.246331,0.608333
1564279618,0.577009,0.429094
1564279626,0.852611,0.699974
1564279637,0.855556,0.720584
1564279656,0.322984,0.607476
1564279675,-0.246933,0.759388
1564279701,-0.210789,1.03647
1564279711,0.407934,1.056031
1564279721,0.758795,0.463779
1564279815,0.402723,0.569621
1564279820,0.787421,0.630137
1564279883,-1.458519,0.32532
1564279893,1.289354,0.695229
1564279957,0.73258,0.634888
1564279978,0.606529,0.669145
1564279990,1.041435,0.761906
1564280033,0.603941,0.669958
1564280046,0.790528,0.643299
1564280092,0.452299,1.028831
1564280130,0.277949,0.525885
1564280173,0.752955,0.519538
1564280197,0.316596,0.678671
1564280210,-0.11451,0.369949
1564280289,-0.107802,0.54119
1564280363,0.210749,0.731575
1564280371,1.698046,0.384355
1564280430,-0.445557,0.576757
1564280450,0.555821,0.459112
1564280473,1.530373,0.424839
1564280492,0.578309,0.714405
1564280572,1.057042,0.447713
1564280608,0.170919,0.906127
1564280631,1.1356,0.437624
1564280680,0.797162,0.927371
1564280723,0.418735,0.858396
1564280733,0.995359,0.321675
1564280819,-0.188769,1.013895
1564280871,0.666358,0.890461
1564280937,0.468555,0.821055
1564280949,0.034633,0.52571
1564281040,0.584958,0.679344
1564281071,0.096195,0.821289
1564281122,-0.060426,1.058258
1564281145,0.086825,0.717217
1564281207,1.206313,0.564788
1564281255,-0.074653,0.839848
1564281288,0.572628,1.06408
1564281329,-0.391459,0.604772
1564281335,0.664866,0.692578
1564281345,0.971016,0.607296
1564281403,1.796017,0.972746
1564281419,0.678303,0.687009
1564281454,0.188473,0.621633
1564281520,-0.337711,1.082575
1564281552,0.603985,0.614821
1564281561,0.878104,0.773949
1564281593,0.376763,0.52104
1564281636,0.146092,0.393705
1564281653,-0.145608,0.784633
1564281691,-0.724736,0.727002
1564281727,0.381797,0.773017
1564281764,1.145018,0.521592
1564281825,0.354577,0.932951
1564281864,0.345684,0.828351
1564281878,0.763503,0.542667
1564281957,0.357585,0.959576
1564281967,0.738876,0.713426
1564282013,-0.033554,0.562858
1564282050,0.582785,0.5884
1564282191,-0.29502,0.524498
1564282196,0.978329,0.759604
1564282282,-0.036597,0.507621
1564282288,-0.3854,0.710194
1564282315,0.404598,0.408629
1564282347,0.332704,0.405582
1564282395,0.121871,0.712051
1564282413,0.663181,0.698405
1564282473,0.190814,0.55378
1564282524,0.045615,0.445527
1564282598,0.036119,0.597009
1564282613,0.038901,0.598311
1564282658,0.720831,0.749928
1564282667,1.183473,0.392505
1564282795,-0.315552,0.821146
1564282811,0.198173,0.731351
1564282822,0.231698,1.007605
1564282838,1.150796,0.53669
1564282923,-0.064074,0.608205
1564282937,1.056372,0.617229
1564282965,1.577453,0.477056
1564283061,0.46526,0.679875
1564283074,0.844508,0.820745
1564283230,1.030438,0.508568
1564283253,1.554754,0.383739
1564283288,0.853281,0.533092
1564283338,0.215723,0.77378
1564283381,0.62604,0.615994
1564283386,1.144293,0.576752
1564283443,-0.180962,0.707361
1564283480,0.074958,0.49333
1564283493,0.343486,0.624061
1564283547,0.070785,0.879366
1564283570,0.350993,0.651193
1564283661,1.303963,0.494757
1564283700,0.711716,0.380391
1564283723,1.027725,0.614658
1564283760,1.128217,0.531936
1564283808,0.37362,0.670466
1564283832,0.380249,0.728185
1564283870,0.666781,0.540378
1564283895,0.280057,1.090414
1564284000,-0.182167,0.525853
1564284010,0.553458,0.649678
1564284094,1.002842,0.52878
1564284128,0.790402,0.51382
1564284279,0.312234,0.600453
1564284324,-0.139122,0.92214
1564284345,1.006938,0.569045
1564284374,1.071429,0.522912
1564284399,1.673237,0.539353
1564284442,0.345813,1.508946
1564284513,0.83081,0.418389
1564284534,0.837885,0.631131
1564284555,-0.107244,1.073183
1564284579,-0.284115,1.053708
1564284596,0.829525,0.449788
1564284662,0.52985,0.607691
1564284671,0.61749,0.645687
1564284681,0.795472,0.856617
1564284717,0.927041,0.777704
1564284758,0.048484,0.787181
1564284775,0.821786,0.777666
1564284813,-0.047425,0.799876
1564284842,0.370424,0.545907
1564284848,1.24854,0.54739
1564284883,0.696691,0.766335
1564284922,-0.0299,0.787605
1564284931,0.349296,0.649446
1564284950,0.619229,0.809456
1564284982,0.158426,0.730425
1564285017,0.354822,0.520037
1564285050,2.418715,0.471503
1564285097,1.463855,0.651172
1564285136,0.813253,0.796702
1564285169,0.43706,0.817004
1564285243,0.821435,0.696684
1564285308,0.657224,0.506306
1564285332,0.485293,0.658291
1564285362,0.544948,1.106392
1564285416,0.323543,1.022457
1564285428,1.060797,0.663515
1564285463,1.987602,0.500935
1564285540,0.46536,0.546131
1564285549,0.206318,0.788986
1564285568,0.651847,0.712131
1564285597,0.217331,0.84002
1564285646,0.618393,0.480134
1564285705,-0.078033,0.384415
1564285801,-0.582224,0.661921
1564285829,0.376191,0.933526
1564285841,0.667842,0.67229
1564285873,1.024419,0.62601
1564285890,0.512266,0.699186
1564285912,0.547471,0.628559
1564285938,0.515469,0.783002
1564286005,0.449852,0.440192
1564286068,0.800996,0.72147
1564286086,0.599301,0.554536
1564286115,0.707322,0.786437
1564286122,-0.374832,1.218887
1564286136,0.154935,0.480715
1564286142,0.756451,0.954387
1564286160,1.177835,0.493452
1564286194,0.000754,0.508082
1564286222,0.373045,0.948181
1564286251,0.259312,0.924831
1564286268,1.082982,1.097627
1564286295,-0.626678,1.014308
1564286362,0.03904,0.294647
1564286411,0.07282,1.022749
1564286441,0.916346,0.53043
1564286473,1.399071,0.508603
1564286534,0.913215,0.550044
1564286620,0.268464,0.589015
1564286639,0.801334,0.903738
1564286667,0.926437,0.565571
1564286710,0.725638,0.674647
1564286744,0.70414,0.605465
1564286832,0.688159,0.615917
1564286873,0.54392,0.716183
1564286914,0.319442,0.514849
1564286921,0.981109,0.400904
1564286937,1.362131,0.470299
1564286965,0.495289,1.061649
1564286986,1.196906,0.428688
1564287046,0.571352,0.684294
1564287058,0.619184,0.726464
1564287081,-0.094482,0.935793
1564287101,1.254866,0.571513
1564287142,0.988336,0.674106
1564287178,1.493739,0.503989
1564287205,1.423693,0.58068
1564287236,0.32999,0.633699
1564287280,0.818676,0.51923
1564287333,1.256811,0.562173
1564287353,0.531331,0.57311
1564287397,0.509139,0.543293
1564287451,0.050134,0.801244
1564287458,0.613673,0.417015
1564287484,-0.064863,0.69628
1564287503,-0.388526,0.716313
1564287560,0.102824,0.44297
1564287575,0.348816,0.701427
1564287612,0.827322,0.500664
1564287643,0.732011,0.647908
1564287699,0.658616,0.610976
1564287742,-1.16845,0.83816
1564287754,0.193663,0.488549
1564287784,0.817133,0.664776
1564287835,0.473925,0.549563
1564287857,0.46582,0.434912
1564287880,0.621471,0.8228
1564287907,0.701771,0.537011
1564287955,0.49885,0.621822
1564287972,1.037415,0.636944
1564288028,0.782638,0.67549
1564288052,0.06677,0.897097
1564288077,0.733633,0.423753
1564288147,0.496266,0.52972
1564288172,0.360132,0.574737
1564288265,0.195739,0.515507
1564288298,0.261086,1.019355
1564288319,-0.036272,0.421241
1564288386,-0.701478,0.751796
1564288394,0.833307,0.340565
1564288404,0.308924,0.615001
1564288435,0.355193,0.562279
1564288448,0.298118,1.070708
1564288458,0.245646,0.696231
1564288472,0.316549,0.621232
1564288494,0.639294,0.392898
1564288527,0.73599,0.61555
1564288537,0.954257,0.374392
1564288559,0.389325,0.87743
1564288572,0.826008,0.627344
1564288588,0.179332,1.236535
1564288683,0.100789,0.820492
1564288701,-0.047017,0.954601
1564288742,0.65878,0.635161
1564288776,0.446118,1.106375
1564288787,0.853865,0.518032
1564288840,0.153141,0.513295
1564288855,0.469721,0.529454
1564288896,0.3897,0.828663
1564288903,0.241594,0.900136
1564288970,0.216209,0.431828
1564288996,0.667786,0.785378
1564289004,0.508295,1.002938
1564289038,0.572995,0.625174
1564289064,0.5516,0.584252
1564289113,1.810052,0.559745
1564289140,0.643698,0.666923
1564289171,0.350953,0.652547
1564289182,0.260431,0.569698
1564289289,1.339806,0.821568
1564289348,0.35414,0.637056
1564289376,0.962793,0.353785
1564289443,0.354356,0.60842
1564289474,0.622597,0.38762
1564289496,0.914762,0.502223
1564289597,0.284271,0.427399
1564289636,0.958135,0.636911
1564289647,0.095832,1.15344
1564289695,0.442228,0.802675
1564289722,-0.292288,0.917464
1564289739,0.067057,0.703069
1564289815,0.204271,0.542959
1564289836,0.439086,0.649634
1564289847,0.000004,0.781538
1564289882,0.381878,0.833808
1564289924,1.0058,0.529898
1564289975,0.131761,0.591736
1564289998,-0.490397,0.952391
1564290031,0.334933,0.512821
1564290057,-0.233155,0.753104
1564290064,0.212998,0.506266
1564290103,0.465821,0.772498
1564290157,0.714132,0.609237
1564290199,0.147486,0.577937
1564290246,1.201859,0.595826
1564290278,0.941526,0.452946
1564290371,2.153636,0.485015
1564290438,1.488997,0.42866
1564290462,0.930235,0.684184
1564290515,0.437857,0.64022
1564290560,0.095133,0.401573
1564290565,0.837092,0.457499
1564290589,0.349008,0.745952
1564290652,0.990255,1.066014
1564290679,0.647085,0.743661
1564290701,1.654689,0.344772
1564290744,1.409595,0.49783
1564290786,0.489546,0.658297
1564290817,0.850871,0.791948
1564290828,1.017787,0.765824
1564290850,0.510794,0.530744
1564290925,0.263343,0.52642
1564290949,-0.085363,0.528227
1564290985,0.362013,0.782634
1564291099,0.839137,0.698605
1564291122,0.38066,0.916343
1564291180,1.488411,0.454386
1564291211,0.548405,0.608906
1564291353,0.262551,0.246728
1564291369,1.145013,0.505242
1564291400,0.157416,1.285803
1564291432,1.042874,0.508104
1564291460,0.85906,0.584724
1564291489,0.678805,0.638412
1564291498,0.586648,0.544249
1564291519,0.005787,0.5896
1564291540,0.613867,0.475116
1564291552,1.426119,0.766064
1564291602,0.865438,0.589428
1564291611,0.977977,0.574571
1564291676,0.405492,0.844377
1564291687,0.277837,0.536037
1564291761,-0.20461,0.796138
1564291776,-0.968773,0.934123
1564291789,0.867824,1.454469
1564291806,0.836015,0.641879
1564291856,0.48352,0.43774
1564291894,0.558403,0.553472
1564291916,0.232368,0.619377
1564291939,0.354765,0.554103
1564291958,-0.061373,1.193753
1564291983,1.519367,0.508324
1564292014,1.171801,0.529079
1564292051,0.749896,0.652614
1564292061,0.603707,0.57583
1564292084,0.66003,0.810444
1564292107,1.473303,0.524102
1564292162,0.349936,0.854205
1564292203,1.408644,0.474785
1564292214,1.490555,0.579171
1564292276,0.377386,0.698755
1564292317,0.463787,0.858875
1564292343,0.290476,0.40394
1564292368,0.647902,0.350866
1564292437,0.444236,0.571428
1564292457,0.842396,0.778254
1564292470,0.822549,0.311005
1564292518,0.714841,0.562745
1564292566,0.458683,0.924971
1564292578,0.680223,0.492987
1564292602,0.534891,0.54192
1564292624,0.427125,0.781868
1564292683,0.05513,0.589812
1564292708,-0.008172,0.766
1564292717,0.999898,0.578612
1564292742,1.159431,0.552062
1564292774,0.048091,0.829592
1564292842,1.85034,0.442501
1564292898,0.32548,0.649481
1564292915,0.14217,0.995852
1564292946,0.446337,0.480859
1564292987,0.137608,0.603481
1564293041,0.725983,0.506888
1564293092,0.384532,0.675245
1564293111,0.25128,0.860518
1564293122,0.407636,0.69722
1564293231,-0.001344,0.796214
1564293244,0.220359,0.998919
1564293261,-0.114858,0.47916
1564293268,-0.087483,0.688577
1564293297,-0.283352,0.505992
1564293332,0.39494,0.870522
1564293355,0.254767,0.632981
1564293395,0.596166,0.714002
1564293436,-0.631288,0.925839
1564293486,0.087368,0.583369
1564293521,0.036434,0.737502
1564293533,1.46571,0.663074
1564293569,0.000745,0.709339
1564293618,0.147078,0.608536
1564293656,0.276251,0.980238
1564293704,0.207486,1.028746
1564293726,0.747675,0.723368
1564293747,0.202947,0.629889
1564293762,0.046549,1.589731
1564293810,0.729473,0.584694
1564293861,1.335427,0.691267
1564293902,-0.086477,0.837908
1564293929,1.111044,0.442751
1564293949,0.64425,0.75884
1564293956,1.271623,0.790312
1564293966,1.286655,0.533
1564293973,1.985114,0.582301
1564294057,0.376013,0.832125
1564294109,0.453577,1.054366
1564294132,0.753387,0.564737
1564294188,0.559451,0.354472
1564294208,0.268062,0.868117
1564294221,0.623204,0.651473
1564294262,0.478973,0.486517
1564294282,0.589129,0.563411
1564294306,1.073012,0.855835
1564294328,0.707826,0.755113
1564294351,0.968625,0.571814
1564294397,0.15328,0.583419
1564294410,0.802576,0.808577
1564294424,0.578992,0.565924
1564294442,1.119086,0.638121
1564294472,0.47218,0.201433
1564294485,1.057794,0.526907
1564294525,0.43909,0.698643
1564294538,-0.005971,0.84905
1564294587,0.9582,0.868977
1564294644,-0.027797,0.590815
1564294670,-0.1176,0.592359
1564294681,1.065297,0.320806
1564294815,0.673725,0.705014
1564294867,0.798743,0.494061
1564294883,1.027663,0.590191
1564294980,0.355646,0.795355
1564295030,-0.194036,0.531986
1564295049,1.27678,0.443179
1564295144,1.00986,1.11525
1564295149,1.516005,0.507363
1564295181,2.073474,0.558655
1564295220,0.775975,0.887322
1564295266,0.099478,1.077716
1564295277,-0.37639,0.323997
1564295304,-0.1921,0.74123
1564295318,0.782351,0.781824
1564295367,0.354301,0.891126
1564295390,0.894414,0.486952
1564295409,0.40684,0.972053
1564295449,0.896229,0.639185
1564295469,0.197064,0.373488
1564295489,0.742441,0.530378
1564295506,0.582506,0.480571
1564295538,0.655402,0.573097
1564295584,-0.076605,0.567728
1564295607,0.632367,0.605669
1564295656,0.966829,0.413257
1564295712,0.608304,0.637918
1564295731,1.095842,0.420917
1564295764,0.846838,0.626106
1564295779,0.083559,0.920334
1564295796,0.546851,0.731507
1564295823,-0.027586,0.682579
1564295839,0.45818,0.420214
1564295880,0.618449,0.865172
1564295895,0.004694,0.569824
1564295904,1.20494,0.467388
1564295939,-0.307424,0.88359
1564295953,-0.116941,0.943567
1564295966,0.088962,0.867273
1564295985,-0.006314,0.31967
1564296014,1.119807,0.31773
1564296059,0.356996,0.441691
1564296066,0.359333,0.72921
1564296094,1.600789,0.343202
1564296128,0.815377,0.37547
1564296147,0.431882,0.532167
1564296180,-0.348212,1.135839
1564296204,0.106173,0.812473
1564296226,-0.189588,0.843199
1564296247,1.005953,0.737127
1564296291,1.079904,0.476785
1564296346,2.259816,0.617256
1564296410,0.428354,0.684556
1564296426,0.292632,0.559461
1564296470,-0.723201,0.703939
1564296549,-0.285157,1.039249
1564296556,0.469407,0.508619
1564296618,0.468622,0.988877
1564296632,0.787751,0.637109
1564296661,-0.249372,0.643224
1564296732,0.368793,0.874189
1564296785,0.888205,0.548682
1564296889,0.783471,0.660046
1564296922,-0.134824,0.825023
1564296949,0.190667,0.548929
1564296970,0.596841,0.319993
1564297008,0.320505,0.667813
1564297062,0.491903,0.855132
1564297142,0.86741,0.50145
1564297196,0.919434,0.735636
1564297209,0.398213,0.703865
1564297277,0.990929,0.617809
1564297300,0.028149,0.464268
1564297399,1.282516,0.605871
1564297459,1.364693,0.519052
1564297558,0.028317,0.952158
1564297586,0.63018,0.604693
1564297632,0.597837,0.650977
1564297639,1.226079,0.537817
1564297678,-0.080882,0.817223
1564297750,0.163386,0.989167
1564297765,-0.787932,0.891355
1564297830,0.032486,0.741886
1564297863,0.336499,0.853403
1564297887,0.032845,0.638092
1564297929,0.688791,0.547807
1564297937,1.309745,0.527594
1564298012,-0.244672,0.885166
1564298048,0.25171,0.392449
1564298083,0.067175,0.675184
1564298098,1.173709,0.415436
1564298133,1.08075,0.630982
1564298146,1.373637,0.634034
1564298198,0.371855,0.590862
1564298207,0.954413,0.453446
1564298279,0.489108,0.685474
1564298303,0.493426,0.714746
1564298318,0.958778,0.620373
1564298338,0.801777,0.734141
1564298384,0.840059,0.425221
1564298419,0.070226,0.769387
1564298459,0.459002,0.643482
1564298578,0.901031,0.493338
1564298586,0.939073,0.674593
1564298593,0.476431,0.799547
1564298623,0.518817,0.753646
1564298655,0.599646,0.716176
1564298682,0.499026,0.546811
1564298709,0.160447,0.509674
1564298732,0.392681,0.570252
1564298757,-0.005432,0.534332
1564298774,-0.87551,0.691138
1564298804,0.49653,0.546015
1564298847,0.430658,0.803646
1564298865,0.780017,0.462932
1564298908,0.431771,0.397844
1564298930,0.877227,0.674271
1564298954,0.985228,0.596691
1564299097,-0.126033,0.511497
1564299108,0.541268,0.764576
1564299121,0.221254,0.654268
1564299154,-0.312642,0.795656
1564299172,1.580076,0.569399
1564299193,0.635566,0.473207
1564299272,0.638691,0.53225
1564299299,0.194559,0.537373
1564299354,0.71802,0.519308
1564299393,0.133186,0.799285
1564299412,0.637025,0.735386
1564299479,1.594512,0.500423
1564299515,0.669291,0.916055
1564299536,0.660646,0.517548
1564299550,0.676762,0.582814
1564299576,0.49011,0.747832
1564299610,0.153775,0.662123
1564299636,0.774672,0.653265
1564299654,1.601661,0.533344
1564299713,1.381278,0.622249
1564299846,0.570451,0.87285
1564299879,1.260874,0.550885
1564299898,0.846912,0.539538
1564299915,0.081171,1.111428
1564299931,0.635295,0.429446
1564299940,0.623018,0.843331
1564299972,0.020164,0.844681
1564300028,0.243541,0.36039
1564300048,0.658819,0.770148
1564300067,-0.055124,0.69279
1564300078,0.154283,0.481714
1564300090,1.520599,0.727404
1564300130,0.042443,0.737542
1564300150,0.499776,0.379592
1564300165,-0.051372,0.531262
1564300234,0.1504,0.95583
1564300246,0.967719,0.634663
1564300278,0.402866,0.604552
1564300376,0.404984,0.533673
1564300424,0.941804,1.30341
1564300435,1.433811,0.779266
1564300446,2.812721,0.37721
1564300523,0.248277,1.28434
1564300543,0.775488,0.212564
1564300585,1.567869,0.576569
1564300622,0.863797,0.76667
1564300649,0.730235,0.750903
1564300706,1.409739,0.456398
1564300747,0.68566,0.540133
1564300808,-0.101638,0.677228
1564300817,-0.088831,0.533585
1564300886,0.415127,0.546462
1564300909,1.485757,0.544848
1564300953,0.058908,0.72075
1564300969,0.157342,0.747597
1564300995,0.633591,0.592819
1564301075,1.288081,0.607158
1564301137,0.698711,0.521862
1564301161,0.299272,0.59459
1564301189,-0.10708,0.741889
1564301221,-0.282492,1.399163
1564301277,0.215793,0.730466
1564301313,-0.150161,0.996822
1564301353,0.389548,0.578695
1564301413,0.748755,0.656631
1564301435,0.263474,0.550894
1564301454,1.153979,0.503657
1564301474,0.989485,0.527952
1564301521,0.957653,0.451531
1564301566,0.104133,0.715715
1564301585,-0.089021,0.646548
1564301648,-0.471787,1.205604
1564301687,0.409139,0.560205
1564301717,0.811434,0.65485
1564301737,1.220726,0.549123
1564301753,1.083634,0.331762
1564301826,0.564022,0.558558
1564301845,0.572841,0.657773
1564301858,-0.828711,0.324926
1564301884,0.714299,0.581096
1564301946,-0.253106,0.37036
1564301972,1.398239,0.647094
1564302014,0.592445,0.621297
1564302030,0.540749,0.938576
1564302035,1.427381,0.481897
1564302066,0.111157,0.858832
1564302116,0.16857,0.689869
1564302138,0.610818,0.867824
1564302163,0.709487,0.87502
1564302172,1.259896,0.655956
1564302180,2.791594,0.451695
1564302332,0.11884,0.487337
1564302365,-0.108409,0.847521
1564302370,0.546956,0.653661
1564302416,1.793324,0.499376
1564302474,0.668754,0.678871
1564302491,0.134206,0.35689
1564302532,0.042038,0.787508
1564302547,-0.229081,0.901365
1564302567,0.3631,0.70967
1564302592,1.011928,0.470624
1564302621,1.485405,0.430189
1564302668,0.26991,0.734072
1564302683,0.836047,0.910036
1564302707,1.232828,0.40027
1564302721,0.596888,0.588898
1564302758,-0.138086,0.533798
1564302785,1.233658,0.312414
1564302796,1.144496,0.897573
1564302816,0.668462,0.540354
1564302827,-0.400607,0.444384
1564302842,0.761499,0.462003
1564302898,1.161723,0.517366
1564302923,1.336499,0.698039
1564302958,0.147336,0.616358
1564302979,0.89856,0.788497
1564303088,0.202319,0.478769
1564303114,0.964726,0.624377
1564303158,0.491048,0.52077
1564303204,0.637147,0.544045
1564303231,-0.050334,0.388357
1564303245,0.783655,0.444419
1564303276,-0.307965,0.60717
1564303299,0.44037,0.805736
1564303327,0.987548,0.741435
1564303342,1.2053,0.317141
1564303404,1.700294,0.459915
1564303469,0.662594,0.579538
1564303504,-0.090595,0.464867
1564303520,0.348451,0.570584
1564303538,0.820991,0.637221
1564303582,1.351322,0.541301
1564303627,0.396187,0.658887
1564303697,1.192777,0.988648
1564303740,-0.040395,0.476295
1564303794,0.942203,0.497861
1564303848,0.7201,0.510475
1564303881,0.537135,0.700523
1564303914,-0.042538,0.973624
1564303955,1.226386,0.558887
1564304021,1.611109,0.385616
1564304069,1.194036,0.416655
1564304103,0.220866,0.593193
1564304133,-0.325046,0.776275
1564304194,0.338758,0.486444
1564304202,1.164583,0.472152
1564304224,0.325685,0.553316
1564304246,0.974956,0.393152
1564304257,0.216275,0.688547
1564304286,0.428658,0.666673
1564304339,0.751154,0.359574
1564304350,0.365177,0.652657
1564304375,1.649358,0.798603
1564304413,0.696811,0.777832
1564304481,0.366648,0.534923
1564304534,0.16668,0.882103
1564304566,0.026703,0.617208
1564304615,-0.441363,0.929861
1564304643,1.24425,0.457113
1564304723,0.395482,1.003026
1564304735,2.344077,0.494611
1564304870,-0.061981,0.370357
1564304893,-0.1941,0.719436
1564304905,0.361377,0.948838
1564304919,0.418061,0.878105
1564304985,0.757609,0.5103
1564305049,-0.315268,0.819844
1564305108,0.223764,0.747083
1564305134,0.261675,0.704397
1564305245,0.237398,0.926801
1564305255,-0.259217,0.572973
1564305273,0.777384,0.486483
1564305286,0.873099,0.477106
1564305313,0.442,0.498705
1564305352,-0.101428,1.139107
1564305384,1.490019,0.423794
1564305438,0.254179,0.645125
1564305475,0.947738,0.473919
