time,Ml,Ml_unc
1562983908,1.062243,0.289785
1562983933,1.041139,0.317766
1562984052,1.446389,0.093855
1562984150,2.088873,0.303973
1562984210,1.730662,0.220087
1562984330,1.315069,0.224553
1562984404,1.331937,0.32282
1562984462,0.9833,0.204828
1562984543,1.58487,0.257452
1562984548,1.676037,0.37379
1562984582,0.831532,0.1054
1562984666,1.326679,0.252308
1562984695,2.025025,0.452496
1562984710,2.002393,0.271706
1562984804,0.776154,0.228667
1562984820,1.767966,0.199435
1562984886,1.827442,0.256516
1562984946,1.016297,0.180265
1562984982,1.840066,0.342476
1562985021,1.577579,0.275064
1562985112,1.059695,0.211693
1562985144,1.47392,0.310594
1562985208,1.788766,0.315648
1562985306,1.286304,0.368552
1562985367,1.653825,0.34211
1562985436,1.215257,0.368629
1562985546,1.022161,0.558938
1562985560,1.340167,0.224522
1562985622,0.857964,0.238547
1562985656,1.577489,0.310973
1562985716,1.649706,0.33735
1562985758,0.924493,0.165156
1562985794,1.539173,0.212014
1562985895,1.585256,0.246961
1562985919,1.751004,0.445017
1562985967,1.327416,0.224095
1562985984,1.50541,0.190791
1562986002,1.720189,0.226576
1562986052,2.069047,0.427151
1562986064,3.032311,0.219573
1562986152,1.432501,0.218922
1562986470,1.275886,0.32816
1562986529,1.082555,0.331119
1562986564,0.978312,0.274182
1562986598,1.554412,0.31924
1562986735,1.547205,0.363121
1562986814,1.019395,0.158758
1562986843,1.180511,0.44661
1562986895,1.294151,0.487622
1562986972,1.205575,0.180224
1562986998,1.009859,0.1057
1562987006,1.683799,0.297554
1562987044,1.515451,0.280975
1562987118,1.541398,0.375243
1562987136,1.664115,0.611059
1562987306,1.461667,0.197017
1562987407,1.60982,0.302265
1562987433,1.447704,0.297727
1562987462,1.171058,0.239437
1562987498,1.612732,0.202841
1562987523,1.32875,0.349266
1562987575,1.103582,0.381831
1562987682,2.572299,0.361378
1562987738,1.581484,0.273766
1562987858,1.170623,0.243774
1562987924,2.27329,0.335243
1562987993,1.48838,0.215835
1562988042,1.25674,0.205935
1562988115,1.432333,0.270902
1562988145,1.099096,0.322468
1562988163,1.050638,0.19237
1562988169,1.266935,0.263041
1562988335,1.688937,0.359504
1562988386,1.633418,0.277991
1562988422,1.446763,0.175746
1562988484,1.605778,0.096572
1562988518,1.858198,0.271196
1562988611,0.975393,0.147459
1562988671,1.03675,0.328043
1562988689,1.181009,0.230807
1562988717,0.785851,0.328231
1562988852,1.503279,0.189085
1562988888,1.426672,0.137607
1562988969,1.425206,0.196481
1562989010,1.768165,0.311362
1562989026,1.894988,0.298213
1562989059,1.628644,0.226164
1562989132,1.003005,0.201152
1562989172,1.705381,0.40457
1562989181,2.580774,0.338248
1562989209,2.577993,0.246646
1562989247,2.07565,0.316448
1562989310,1.401263,0.360389
1562989361,1.17349,0.269095
1562989504,1.308717,0.123499
1562989537,1.805358,0.288093
1562989591,1.352355,0.357799
1562989652,1.185432,0.300884
1562989657,1.543551,0.372862
1562989679,1.492886,0.250717
1562989752,0.86708,0.274905
1562989764,0.880871,0.154566
1562989841,1.090854,0.31105
1562989905,1.262211,0.379121
1562989940,0.986519,0.208949
1562990012,1.15261,0.230844
1562990041,1.286506,0.374549
1562990055,2.322093,0.571908
1562990061,2.583685,0.307844
1562990147,1.484867,0.446333
1562990179,1.427471,0.182529
1562990316,1.092479,0.313319
1562990471,1.036273,0.248256
1562990490,1.202269,0.315747
1562990589,2.755114,0.361278
1562990672,1.383289,0.38362
1562990741,1.20816,0.243685
1562990836,1.535943,0.349423
1562990870,1.379293,0.317179
1562990929,1.458929,0.235719
1562990990,1.183622,0.196713
1562991026,1.524319,0.398265
1562991065,1.22521,0.312209
1562991112,1.429922,0.375382
1562991134,1.489464,0.283701
1562991198,0.870191,0.456461
1562991259,1.59772,0.349339
1562991280,1.632387,0.217815
1562991404,1.872647,0.272913
1562991489,1.457816,0.255224
1562991519,1.21989,0.279119
1562991535,1.386955,0.240595
1562991563,1.317638,0.269945
1562991664,1.743733,0.295228
1562991680,1.778567,0.476814
1562991693,1.85886,0.735356
1562991713,1.491183,0.317316
1562991725,1.715864,0.27532
1562991779,1.257041,0.333095
1562991807,1.367498,0.316834
1562991841,1.214307,0.237586
1562991872,1.184365,0.427495
1562991953,0.970896,0.245563
1562992018,1.790868,0.289926
1562992109,1.056296,0.203525
1562992127,2.275001,0.397924
1562992162,1.514376,0.210599
1562992216,1.238952,0.251228
1562992235,1.419241,0.363725
1562992285,1.200879,0.260891
1562992306,1.885226,0.366674
1562992360,1.166322,0.261224
1562992376,1.477257,0.317591
1562992472,1.542331,0.335802
1562992508,1.110037,0.088812
1562992516,1.840462,0.400734
1562992697,1.218162,0.293596
1562992752,1.492424,0.417722
1562992777,1.616672,0.122233
1562992794,1.877776,0.385847
1562992860,2.090275,0.33602
1562992963,1.236866,0.492379
1562993017,2.03007,0.311119
1562993115,1.24541,0.374351
1562993146,1.208075,0.182026
1562993210,1.187769,0.130853
1562993283,1.479363,0.390603
1562993320,1.022079,0.219113
1562993496,1.431717,0.31695
1562993585,2.026673,0.186489
1562993593,2.42388,0.304893
1562993690,1.325529,0.33425
1562993797,2.289188,0.232703
1562993837,2.056274,0.268268
1562993905,1.553793,0.417132
1562993920,1.546514,0.320195
1562994095,1.390794,0.324596
1562994152,1.591284,0.248744
1562994193,1.439462,0.281993
1562994233,1.875257,0.34888
1562994301,1.068641,0.314589
1562994325,1.751639,0.310607
1562994425,0.935423,0.258498
1562994513,1.045186,0.179223
1562994519,1.956521,0.399787
1562994608,2.160059,0.402611
1562994645,1.543596,0.453963
1562994750,1.572357,0.184241
1562994865,1.435423,0.091733
1562994920,1.651989,0.317884
1562994979,1.399022,0.325839
1562994998,1.088629,0.279737
1562995013,1.353724,0.406478
1562995020,1.600696,0.208201
1562995051,1.077951,0.173404
1562995108,1.058577,0.294686
1562995151,1.577315,0.34748
1562995167,2.31007,0.362974
1562995226,1.938792,0.15501
1562995293,1.282464,0.34615
1562995343,1.219892,0.268546
1562995376,2.340194,0.173502
1562995514,1.895867,0.376139
1562995563,0.985474,0.301487
1562995603,1.534273,0.172511
1562995684,1.337802,0.352024
1562995701,1.601218,0.183475
1562995866,0.790065,0.228282
1562995914,1.038869,0.228898
1562995959,1.26689,0.268573
1562996058,1.797997,0.34401
1562996069,2.06416,0.467512
1562996194,0.808782,0.209336
1562996260,0.88675,0.376758
1562996299,1.412546,0.249684
1562996443,1.612574,0.14538
1562996529,0.58377,0.287187
1562996540,0.879161,0.230144
1562996627,1.086454,0.187324
1562996681,1.556001,0.444126
1562996687,1.476518,0.30159
1562996711,2.067503,0.277789
1562996879,1.373361,0.386861
1562996906,1.356723,0.237737
1562996983,0.927619,0.160744
1562996989,2.040634,0.27534
1562997029,1.869653,0.456586
1562997072,1.080847,0.280682
1562997121,0.869129,0.346618
1562997194,0.935781,0.215814
1562997214,1.176969,0.173958
1562997220,1.251059,0.303723
1562997243,1.746225,0.259589
1562997287,1.284938,0.297541
1562997329,1.211246,0.252289
1562997429,1.160397,0.237855
1562997512,1.190799,0.389698
1562997598,1.004009,0.272399
1562997673,1.952382,0.163311
1562997773,1.036916,0.21206
1562997819,1.139977,0.338259
1562997894,0.782624,0.122264
1562997925,1.140044,0.155168
1562997958,2.206584,0.253688
1562998085,1.394178,0.23174
1562998107,1.241665,0.341231
1562998134,0.922687,0.258052
1562998202,1.332668,0.24156
1562998229,2.11232,0.341489
1562998308,0.869616,0.184227
1562998323,1.788289,0.370842
1562998329,3.192564,0.341684
1562998337,3.05964,0.336374
1562998468,1.039337,0.106935
1562998497,2.022834,0.208473
1562998582,1.875859,0.324236
1562998588,1.489209,0.213672
1562998685,1.18603,0.229571
1562998720,1.347907,0.35863
1562998734,1.885517,0.237651
1562998777,1.810707,0.201444
1562998863,1.421545,0.433512
1562998977,1.516762,0.183407
1562998993,1.270117,0.329877
1562999041,1.284694,0.297705
1562999058,1.266913,0.271458
1562999072,1.713816,0.197936
1562999084,3.001724,0.262136
1562999180,1.198731,0.239877
1562999197,1.843579,0.329557
1562999262,1.610938,0.191812
1562999275,1.384296,0.27847
1562999363,1.38259,0.386382
1562999437,1.774102,0.314398
1562999491,2.303305,0.25997
1562999552,1.260569,0.197108
1562999578,0.992773,0.489043
1562999679,2.456284,0.429188
1562999716,1.521927,0.25896
1562999728,1.563052,0.254665
1562999785,1.792132,0.248646
1562999926,1.382444,0.473426
1562999993,1.345277,0.226197
1563000031,1.329174,0.295647
1563000055,1.432178,0.299411
1563000062,1.369419,0.329634
1563000084,1.424792,0.338197
1563000158,1.576862,0.289813
1563000173,2.299104,0.296418
1563000266,1.405779,0.577505
1563000475,0.868745,0.121465
1563000521,0.803925,0.21047
1563000593,1.128834,0.298654
1563000654,1.69643,0.355686
1563000685,1.694258,0.319411
1563000758,0.854262,0.234193
1563000784,1.055232,0.293217
1563000847,1.628922,0.203216
1563000875,1.547269,0.47889
1563000884,1.459571,0.276509
1563000928,1.561227,0.287715
1563000978,1.142388,0.193386
1563001219,0.965587,0.39068
1563001247,1.108989,0.307713
1563001257,1.688466,0.123023
1563001338,1.434996,0.168413
1563001379,2.099095,0.325812
1563001430,1.952078,0.35
1563001473,0.736835,0.230435
1563001586,1.12072,0.219803
1563001622,1.473906,0.262546
1563001775,1.922924,0.393419
1563001813,1.579203,0.334334
1563001830,2.724863,0.23115
1563001866,1.451532,0.215144
1563001897,1.305431,0.266489
1563001947,1.131287,0.239762
1563001993,1.667314,0.310155
1563002033,1.666406,0.35455
1563002063,1.779469,0.368044
1563002095,1.582607,0.338196
1563002105,2.09543,0.259779
1563002143,1.504401,0.310911
1563002182,1.59898,0.261923
1563002229,1.042483,0.227357
1563002275,1.356188,0.289502
1563002316,1.97174,0.375052
1563002363,1.255767,0.12245
1563002388,1.277924,0.461614
1563002445,0.979384,0.142482
1563002518,1.292113,0.523485
1563002556,1.126086,0.199202
1563002652,1.121501,0.457466
1563002735,1.642648,0.314379
1563002779,1.049802,0.267435
1563002826,1.07334,0.350576
1563002898,1.700323,0.351589
1563002942,0.874953,0.459342
1563003028,0.81994,0.177487
1563003036,2.026453,0.347564
1563003066,1.616399,0.255714
1563003131,1.247232,0.293657
1563003159,1.008994,0.388725
1563003171,1.603119,0.223634
1563003190,1.379744,0.482209
1563003279,1.375791,0.312509
1563003295,1.780088,0.279906
1563003332,2.073237,0.208219
1563003342,2.303186,0.175056
1563003396,1.917284,0.162281
1563003434,1.601072,0.403868
1563003475,1.187702,0.209326
1563003604,2.781374,0.308808
1563003691,1.471664,0.387005
1563003729,1.137667,0.190622
1563003795,0.995315,0.479312
1563003829,1.46013,0.33012
1563003856,1.269397,0.383562
1563003887,2.608371,0.210006
1563003937,1.641407,0.137035
1563004015,2.156458,0.237101
1563004084,0.797116,0.334504
1563004110,1.162664,0.160281
1563004144,1.026281,0.281975
1563004160,1.252796,0.268292
1563004216,1.046153,0.305491
1563004229,1.497414,0.29135
1563004284,1.346458,0.238339
1563004363,1.829415,0.218764
1563004409,1.236713,0.255322
1563004530,1.237173,0.171334
1563004544,1.270138,0.245835
1563004582,1.517944,0.380023
1563004725,1.184464,0.18833
1563004735,1.424438,0.349229
1563004797,1.257372,0.221999
1563004964,0.751713,0.241248
1563004989,1.342737,0.258699
1563005034,1.502993,0.387687
1563005053,2.015472,0.294082
1563005175,0.91641,0.235635
1563005192,1.145452,0.281909
1563005207,1.499094,0.162103
1563005230,1.35632,0.262403
1563005327,1.385619,0.213951
1563005385,1.386908,0.203424
1563005412,1.269725,0.335444
1563005437,1.279246,0.234859
1563005556,2.317645,0.248903
1563005581,1.966775,0.292225
1563005599,1.840996,0.344982
1563005647,1.085225,0.161374
1563005739,1.027145,0.203039
1563005782,1.378577,0.227546
1563005789,1.929421,0.253474
1563005855,0.944562,0.300548
1563005928,2.222334,0.292947
1563005970,2.870507,0.347826
1563006020,1.433523,0.176825
1563006053,1.561209,0.253316
1563006087,1.332098,0.318684
1563006097,1.502507,0.308056
1563006195,1.50083,0.317134
1563006222,1.405618,0.271488
1563006321,1.207103,0.372888
1563006398,2.059728,0.169944
1563006439,1.551534,0.103001
1563006464,1.867633,0.339938
1563006520,1.300406,0.259961
1563006556,0.909976,0.343959
1563006610,0.931075,0.350213
1563006616,1.369108,0.271836
1563006695,1.291041,0.290308
1563006741,0.942897,0.241136
1563006759,1.277305,0.265297
1563006859,1.039448,0.426139
1563006878,1.440528,0.319403
1563006894,1.860867,0.319206
1563006921,1.4406,0.281731
1563006974,1.219326,0.334539
1563007021,1.089628,0.237311
1563007034,1.509535,0.304241
1563007097,1.745844,0.306278
1563007128,2.347091,0.209236
1563007265,1.467471,0.204557
1563007285,1.561067,0.191063
1563007311,1.498037,0.316385
1563007340,1.060016,0.322645
1563007397,1.782055,0.254542
1563007426,1.399643,0.304612
1563007478,1.630562,0.317777
1563007527,1.590238,0.346239
1563007581,1.091288,0.470894
1563007608,1.541651,0.520256
1563007710,1.2784,0.21773
1563007731,1.63854,0.330287
1563007773,1.240986,0.25821
1563007865,1.965907,0.286132
1563007926,1.509469,0.446228
1563007962,1.627599,0.354568
1563007985,1.301016,0.421286
1563008052,1.043562,0.202907
1563008144,0.878322,0.202252
1563008149,1.36073,0.282302
1563008216,0.871038,0.297496
1563008258,2.039902,0.297491
1563008358,1.069169,0.168351
1563008399,1.76388,0.233793
1563008435,1.166567,0.242869
1563008451,1.315337,0.219968
1563008459,1.333801,0.133566
1563008514,1.062122,0.221569
1563008533,1.177357,0.257583
1563008560,1.61539,0.329064
1563008575,1.960704,0.201361
1563008675,1.88418,0.338507
1563008800,1.606745,0.414451
1563008835,1.617738,0.14905
1563008971,1.399586,0.330185
1563008979,1.209694,0.083744
1563009091,1.806567,0.433899
1563009166,1.069429,0.276762
1563009189,1.933225,0.218621
1563009219,1.792537,0.277876
1563009239,1.678208,0.338564
1563009343,1.765044,0.250197
1563009362,1.480524,0.365011
1563009405,2.200135,0.330817
1563009430,1.961428,0.160518
1563009472,1.303478,0.255184
1563009509,1.190458,0.143694
1563009558,2.627736,1.137275
1563009592,1.816134,0.20284
1563009680,1.052612,0.201619
1563009716,1.207235,0.303454
1563009736,1.298212,0.30661
1563009759,1.288396,0.301082
1563009784,0.963941,0.198104
1563009867,1.366569,0.261293
1563009910,1.538355,0.380846
1563009983,1.619203,0.34607
1563010041,0.989721,0.199599
1563010065,1.307741,0.180869
1563010085,2.382827,0.232131
1563010224,1.423212,0.260239
1563010257,1.304856,0.275265
1563010304,1.54453,0.204264
1563010322,1.447516,0.415689
1563010377,1.826278,0.221052
1563010388,2.06985,0.326155
1563010411,2.072393,0.443638
1563010513,1.11544,0.272267
1563010533,1.451507,0.203289
1563010546,1.857042,0.336201
1563010576,1.541475,0.275384
1563010657,1.401432,0.03576
1563010689,1.427392,0.285292
1563010744,1.51482,0.185502
1563010749,1.987788,0.296932
1563010810,2.274496,0.256937
1563010844,1.666138,0.359432
1563010898,1.349202,0.223133
1563010912,1.703306,0.258047
1563011015,2.263277,0.345475
1563011079,1.651434,0.433676
1563011152,1.555427,0.392946
1563011224,1.144218,0.282619
1563011247,1.559312,0.231231
1563011281,1.629091,0.335922
1563011424,1.266436,0.170659
1563011445,1.550704,0.382816
1563011494,1.379456,0.307192
1563011513,2.291024,0.219939
1563011600,1.667726,0.20982
1563011639,1.516927,0.181223
1563011671,1.719136,0.221869
1563011687,1.993656,0.416779
1563011818,1.40318,0.454631
1563011862,1.350542,0.179693
1563011892,1.883358,0.322248
1563011938,1.14445,0.351787
1563011951,2.260566,0.314679
1563012073,1.237394,0.334544
1563012133,0.904632,0.261493
1563012262,1.295997,0.48339
1563012279,1.758009,0.131049
1563012307,1.365448,0.234168
1563012316,2.351191,0.152883
1563012366,1.516474,0.177762
1563012380,1.395672,0.242416
1563012396,1.514628,0.191745
1563012415,1.366658,0.236052
1563012558,0.943506,0.334941
1563012603,1.285477,0.136011
1563012637,0.954073,0.277233
1563012661,1.613657,0.274819
1563012720,1.641232,0.334238
1563012772,1.436509,0.38481
1563012780,1.17426,0.187894
1563012802,0.88618,0.362171
1563012824,1.017125,0.15891
1563012835,1.242481,0.301677
1563012928,0.949952,0.269847
1563012956,1.48753,0.280857
1563012982,1.544381,0.381864
1563013004,1.606256,0.223035
1563013037,2.084915,0.220661
1563013099,1.150488,0.226771
1563013189,1.31297,0.340932
1563013232,0.654658,0.285423
1563013280,1.885485,0.150021
1563013352,1.701338,0.267786
1563013408,1.506587,0.325364
1563013519,3.87888,0.280982
1563013573,2.674272,0.224853
1563013705,1.739741,0.333339
1563013765,2.468906,0.31297
1563013956,0.971189,0.287482
1563014056,1.26618,0.305159
1563014114,1.138153,0.364965
1563014151,0.957186,0.345547
1563014163,1.651331,0.259034
1563014226,1.095638,0.348857
1563014252,1.375458,0.379294
1563014321,1.629805,0.269013
1563014385,1.475271,0.176435
1563014409,1.074123,0.399523
1563014418,1.256603,0.4725
1563014450,1.004763,0.210786
1563014493,1.576445,0.228958
1563014610,0.965538,0.286569
1563014642,2.251521,0.204647
1563014666,2.133945,0.342954
1563014750,1.795295,0.201134
1563014771,1.475313,0.426272
1563014820,1.023008,0.381201
1563014921,1.03279,0.287752
1563014962,1.040546,0.346751
1563014968,1.481674,0.223899
1563015011,1.666,0.376736
1563015049,1.915016,0.248207
1563015089,1.281523,0.367697
1563015182,1.16858,0.240164
1563015221,1.480536,0.293354
1563015271,2.140339,0.401335
1563015293,1.125496,0.252773
1563015309,1.213426,0.28259
1563015454,2.021166,0.223299
1563015603,2.188538,0.432663
1563015622,2.407075,0.211694
1563015707,1.493454,0.253954
1563015785,1.479017,0.398229
1563015840,0.671757,0.281698
1563015995,1.067074,0.58147
1563016229,0.971545,0.1992
1563016275,1.062249,0.288274
1563016292,1.791141,0.261909
1563016321,1.010261,0.264017
1563016443,0.897542,0.204096
1563016457,2.084558,0.300111
1563016522,3.029609,0.262462
1563016637,1.198755,0.223851
1563016665,1.197115,0.215476
1563016713,1.404779,0.377562
1563016738,1.152351,0.252784
1563016812,1.422845,0.27041
1563016836,1.036519,0.178356
1563016874,0.773469,0.280821
1563016909,1.347845,0.219484
1563016958,3.069482,0.437471
1563017062,0.974348,0.289373
1563017288,1.362595,0.347621
1563017347,0.923351,0.357033
1563017443,1.548342,0.329705
1563017518,1.82082,0.203326
1563017578,1.554619,0.184532
1563017608,1.495971,0.364136
1563017738,1.944214,0.210318
1563017848,1.200408,0.444701
1563017889,2.498862,0.334706
1563017988,1.32042,0.232758
1563018088,1.663447,0.368794
1563018122,1.112617,0.223319
1563018147,2.579495,0.292346
1563018177,2.276147,0.279779
1563018308,1.691773,0.133957
1563018321,3.282874,0.234794
1563018406,1.506186,0.237756
1563018469,0.789788,0.087443
1563018487,1.429565,0.171126
1563018501,1.820595,0.324318
1563018541,1.256032,0.844568
1563018634,1.436497,0.409095
1563018668,1.38429,0.32037
1563018739,1.51427,0.511792
1563018815,1.55243,0.342894
1563018841,1.422502,0.456498
1563018955,1.36608,0.376024
1563019000,1.963349,0.243337
1563019031,1.311369,0.370423
1563019053,1.006347,0.285949
1563019082,1.442217,0.291727
1563019176,1.627357,0.146262
1563019236,0.772144,0.250806
1563019300,1.828652,0.246768
1563019323,1.130016,0.242548
1563019410,0.97712,0.321633
1563019437,0.853654,0.219335
1563019456,0.726417,0.304583
1563019510,1.226721,0.43397
1563019595,1.567274,0.469876
1563019651,1.281049,0.23373
1563019710,0.844426,0.191878
1563019724,1.662903,0.280068
1563019769,1.811925,0.335006
1563019827,1.152436,0.220804
1563019848,1.930767,0.333635
1563019855,1.47476,0.339082
1563019891,1.610882,0.364317
1563019961,2.245915,0.213303
1563020107,1.328035,0.235396
1563020139,1.363427,0.490191
1563020180,1.469414,0.267028
1563020207,1.838763,0.225134
1563020264,2.202181,0.216205
1563020322,2.362139,0.221804
1563020347,1.934804,0.312359
1563020410,1.60501,0.284618
1563020425,1.737665,0.355935
1563020514,1.252667,0.345586
1563020546,1.126547,0.273635
1563020591,1.460447,0.2147
1563020617,1.225088,0.403913
1563020640,1.358529,0.254467
1563020692,1.352081,0.357323
1563020740,1.70327,0.19936
1563020789,1.662188,0.294338
1563020885,0.916734,0.269155
1563020999,1.388315,0.326576
1563021048,1.037423,0.503613
1563021086,1.957731,0.253483
1563021154,2.137547,0.249047
1563021297,1.948418,0.262768
1563021357,0.975409,0.139885
1563021412,1.602227,0.298749
1563021545,1.340984,0.509927
1563021572,2.051232,0.123335
1563021578,1.362436,0.314567
1563021624,0.938359,0.213754
1563021698,0.816506,0.272992
1563021793,0.764631,0.239991
1563021804,1.304014,0.267073
1563021848,1.180977,0.322281
1563021866,3.165029,0.255943
1563022000,1.352019,0.193787
1563022084,0.93454,0.124758
1563022127,1.479622,0.355027
1563022134,2.040762,0.200655
1563022182,1.117129,0.196037
1563022194,2.144004,0.206114
1563022263,1.271025,0.191898
1563022277,1.803397,0.229062
1563022286,1.969426,0.259797
1563022353,0.923563,0.353666
1563022418,1.311854,0.257434
1563022426,2.2915,0.275016
1563022498,1.315702,0.23306
1563022510,1.816633,0.297218
1563022537,1.377199,0.31422
1563022637,1.259748,0.263344
1563022732,1.399563,0.292569
1563022751,1.127207,0.265422
1563022783,1.205007,0.427683
1563022813,1.069126,0.225765
1563022833,1.168687,0.241878
1563022912,1.606256,0.182943
1563022937,1.19477,0.189124
1563023042,1.127949,0.333264
1563023097,1.347924,0.302821
1563023133,2.116638,0.193296
1563023141,1.883575,0.195247
1563023202,1.254043,0.300197
1563023211,1.556099,0.235686
1563023240,1.915314,0.181033
1563023375,1.042855,0.210989
1563023398,1.023754,0.108329
1563023444,1.462155,0.397508
1563023481,2.522027,0.303517
1563023611,0.912367,0.365983
1563023617,1.376043,0.375514
1563023642,1.318475,0.388326
1563023652,1.781713,0.253239
1563023695,1.970628,0.303525
1563023831,1.446169,0.223202
1563023861,1.26125,0.33779
1563023872,1.454964,0.293246
1563023883,1.642262,0.258648
1563023914,1.212211,0.2097
1563023933,2.119716,0.322955
1563024031,1.759762,0.347371
1563024095,1.119601,0.355102
1563024131,2.222956,0.474854
1563024178,1.488763,0.149119
1563024208,2.145918,0.346256
1563024265,2.385449,0.147876
1563024321,1.792427,0.260943
1563024346,0.907768,0.294237
1563024426,1.478397,0.412001
1563024455,1.148361,0.260015
1563024515,1.220359,0.261438
1563024564,1.254159,0.316295
1563024645,0.931293,0.241301
1563024688,1.144941,0.159504
1563024714,1.320664,0.346911
1563024774,1.697718,0.285672
1563024780,2.099282,0.369834
1563024828,1.721736,0.383171
1563024870,1.53148,0.406154
1563024964,1.76973,0.236379
1563025025,1.961931,0.358268
1563025054,1.249732,0.320673
1563025117,1.445344,0.359231
1563025172,1.33861,0.411396
1563025210,1.342227,0.198924
1563025238,1.757359,0.21216
1563025253,2.183315,0.328531
1563025321,1.045876,0.23837
1563025334,1.565586,0.334062
1563025461,1.130156,0.290416
1563025470,1.290085,0.232678
1563025519,1.416946,0.221105
1563025538,0.886091,0.45519
1563025555,0.985435,0.33016
1563025597,1.155,0.245654
1563025630,1.784349,0.272771
1563025635,1.910208,0.140015
1563025674,1.242875,0.132297
1563025795,1.178717,0.211104
1563025868,2.447833,0.335137
1563026024,1.718299,0.178316
1563026080,1.653135,0.288139
1563026298,1.744072,0.412194
1563026397,1.240879,0.401736
1563026428,1.300641,0.174024
1563026452,1.450936,0.286671
1563026470,1.592066,0.266746
1563026505,1.493831,0.290958
1563026550,1.481987,0.262089
1563026595,1.386159,0.318087
1563026616,1.431069,0.193384
1563026651,1.516527,0.224036
1563026811,0.787242,0.48401
1563026939,1.206412,0.15423
1563027096,0.914177,0.318833
1563027188,1.308691,0.325282
1563027215,1.863935,0.203052
1563027249,0.885371,0.122774
1563027341,1.234614,0.110362
1563027367,1.631523,0.291123
1563027498,1.498984,0.313823
1563027508,2.259092,0.356338
1563027573,2.307402,0.373729
1563027615,1.548843,0.219796
1563027701,1.842347,0.399765
1563027714,2.803102,0.231371
1563027800,0.969735,0.338541
1563027845,1.423021,0.347745
1563027874,1.887342,0.226608
1563028036,1.258299,0.281032
1563028076,1.54256,0.372327
1563028091,1.59426,0.1626
1563028164,1.356302,0.42235
1563028191,1.32107,0.160931
1563028215,1.532576,0.287344
1563028267,2.618857,0.24122
1563028343,1.018276,0.323976
1563028398,1.37445,0.170884
1563028462,0.657236,0.216228
1563028481,3.224533,0.301452
1563028484,3.033518,0.205881
1563028569,1.966458,0.247804
1563028639,1.780782,0.194754
1563028661,2.014577,0.284937
1563028803,1.267415,0.298302
1563028889,1.118464,0.229238
1563028936,0.964795,0.239923
1563028971,1.614262,0.313497
1563029021,1.280981,0.279812
1563029057,0.933102,0.277329
1563029116,1.405947,0.221229
1563029177,1.083441,0.332317
1563029194,1.699607,0.355686
1563029208,1.363671,0.264513
1563029219,2.275448,0.29839
1563029258,1.232294,0.2691
1563029323,1.393123,0.454357
1563029430,1.306928,0.2632
1563029498,1.764833,0.123554
1563029574,1.351248,0.231075
1563029661,4.017067,0.388498
1563029670,3.338216,0.263953
1563029772,1.640251,0.240602
1563029857,1.754694,0.372747
1563029998,2.29062,0.303667
1563030060,1.239078,0.178387
1563030075,1.919834,0.374339
1563030086,2.017633,0.340633
1563030158,1.485516,0.321961
1563030218,0.804075,0.26761
1563030261,1.309896,0.258244
1563030283,1.191959,0.232599
1563030325,0.670033,0.088912
1563030460,1.303142,0.268752
1563030474,1.953806,0.231449
1563030511,0.790415,0.190601
1563030527,1.465071,0.26442
1563030569,1.462228,0.253849
1563030582,1.540851,0.312258
1563030624,2.133222,0.343036
1563030715,1.72287,0.213969
1563030721,2.053193,0.133462
1563030776,1.295017,0.282105
1563030850,1.340936,0.404339
1563030909,2.382459,0.249105
1563030953,1.690454,0.340873
1563031021,1.843015,0.214118
1563031032,2.036171,0.297747
1563031081,0.976153,0.161511
1563031270,1.060131,0.203914
1563031281,1.338662,0.235061
1563031298,1.374323,0.202664
1563031322,1.615376,0.50601
1563031431,1.006225,0.21471
1563031462,1.124854,0.179186
1563031605,1.106544,0.226228
1563031678,1.369575,0.297669
1563031797,1.125207,0.104565
1563031805,1.319368,0.182509
1563032008,1.1433,0.242988
1563032030,1.14187,0.163261
1563032075,1.046262,0.268905
1563032104,2.32259,0.23804
1563032132,3.197964,0.271869
1563032196,2.120764,0.307888
1563032252,1.3016,0.154405
1563032269,1.250442,0.127201
1563032442,0.968921,0.241979
1563032453,1.191321,0.21638
1563032490,1.770673,0.369663
1563032559,0.800737,0.112575
1563032633,1.024674,0.168419
1563032678,1.406003,0.295809
1563032684,1.570581,0.375698
1563032761,1.979639,0.358867
1563032793,2.174576,0.239724
1563032882,1.534731,0.285859
1563033054,1.78982,0.372743
1563033221,2.525026,0.198583
1563033257,1.868624,0.366647
1563033322,1.150339,0.348751
1563033331,1.33929,0.213776
1563033416,1.16179,0.20418
1563033433,1.550863,0.200292
1563033444,1.961986,0.203575
1563033507,1.900855,0.3125
1563033536,1.718653,0.24719
1563033564,1.778501,0.370739
1563033603,1.235824,0.284634
1563033676,0.846544,0.284762
1563033703,2.04601,0.422016
1563033807,1.95605,0.375035
1563033890,1.360581,0.271048
1563033910,1.627696,0.30766
1563033926,2.017222,0.285886
1563033972,0.978626,0.224529
1563033986,1.228957,0.241364
1563034037,1.029043,0.38099
1563034094,1.427207,0.249786
1563034149,2.054131,0.219608
1563034203,1.334599,0.381187
1563034216,1.768559,0.372994
1563034250,2.115643,0.306758
1563034302,1.581169,0.269542
1563034402,2.623587,0.276382
1563034436,1.817572,0.207647
1563034515,1.431053,0.290903
1563034583,1.604093,0.317491
1563034651,1.278414,0.174244
1563034728,1.122734,0.263594
1563034995,0.860971,0.25926
1563035002,2.366156,0.355011
1563035109,1.506461,0.232575
