year,month, day,hour,min,sec
2023,3,16,10,27,0.0719
2023,3,16,10,31,59.0153
2023,3,16,10,37,30.612
2023,3,16,10,43,47.3533
2023,3,16,10,45,22.6481
2023,3,16,11,3,16.0995
2023,3,16,11,25,42.9733
2023,3,16,11,29,59.236
2023,3,16,11,31,39.2012
2023,3,16,11,33,9.0999
2023,3,16,11,34,13.4099
2023,3,16,11,37,42.9751
2023,3,16,11,39,37.2594
2023,3,16,11,47,32.4494
2023,3,16,11,53,36.2257
2023,3,16,11,58,31.4133
2023,3,16,12,2,53.9836
2023,3,16,12,4,47.8068
2023,3,16,12,12,31.9824
2023,3,16,12,13,1.854
2023,3,16,12,28,58.8821
2023,3,16,12,35,51.3328
2023,3,16,12,36,13.5279
2023,3,16,12,37,56.6465
2023,3,16,12,42,5.578
2023,3,16,12,46,40.5556
2023,3,16,12,49,33.1071
2023,3,16,12,54,54.9847
2023,3,16,12,58,26.3054
2023,3,16,13,3,13.6983
2023,3,16,13,5,20.5199
2023,3,16,13,10,13.7178
2023,3,16,13,10,48.8011
2023,3,16,13,13,18.136
2023,3,16,13,24,32.69
2023,3,16,13,30,16.9701
2023,3,16,13,32,56.9003
2023,3,16,13,34,28.5379
2023,3,16,13,42,8.1152
2023,3,16,13,50,45.4435
2023,3,16,13,56,27.7463
2023,3,16,14,2,11.2243
2023,3,16,14,4,45.0451
2023,3,16,14,4,56.4934
2023,3,16,14,11,21.1442
2023,3,16,14,22,24.0022
2023,3,16,14,27,48.9262
2023,3,16,14,30,10.1452
2023,3,16,14,32,15.9974
2023,3,16,14,34,33.0358
2023,3,16,14,36,49.8416
2023,3,16,14,39,55.2571
2023,3,16,14,49,6.8818
2023,3,16,14,58,34.4755
2023,3,16,15,18,14.6939
2023,3,16,15,19,41.8352
2023,3,16,15,33,55.9725
2023,3,16,15,36,49.9943
2023,3,16,15,39,58.2413
2023,3,16,15,53,56.765
2023,3,16,15,56,35.6776
2023,3,16,16,10,4.2868
2023,3,16,16,11,28.7855
2023,3,16,16,15,41.3658
2023,3,16,16,19,51.6063
2023,3,16,16,34,20.8378
2023,3,16,16,36,12.4996
2023,3,16,16,38,58.1466
2023,3,16,16,52,12.89
2023,3,16,17,9,35.5162
2023,3,16,17,15,11.025
2023,3,16,17,36,36.6723
2023,3,16,17,40,58.8881
2023,3,16,17,52,43.471
2023,3,16,18,2,33.762
2023,3,16,18,9,36.0937
2023,3,16,18,13,5.6139
2023,3,16,18,17,10.5111
2023,3,16,18,34,10.4405
2023,3,16,18,42,44.2204
2023,3,16,18,46,31.0018
2023,3,16,18,49,36.1595
2023,3,16,18,56,21.5523
2023,3,16,19,0,41.5497
2023,3,16,19,6,46.3821
2023,3,16,19,12,11.9711
2023,3,16,19,14,17.2293
2023,3,16,19,21,13.9385
2023,3,16,19,38,37.1967
2023,3,16,20,7,14.3878
2023,3,16,20,20,7.5803
2023,3,16,20,31,13.8577
2023,3,16,20,37,33.8591
2023,3,16,20,39,56.212
2023,3,16,20,42,57.8981
2023,3,16,20,53,5.033
2023,3,16,21,1,5.5705
2023,3,16,21,13,45.3389
2023,3,16,21,32,11.3476
2023,3,16,21,38,13.4256
2023,3,16,21,41,14.2144
2023,3,16,21,43,7.2937
2023,3,16,21,53,59.4759
2023,3,16,22,0,2.6535
2023,3,16,22,9,35.4386
2023,3,16,22,9,54.0086
2023,3,16,22,14,17.9611
2023,3,16,22,22,25.2251
2023,3,16,22,24,31.4066
2023,3,16,22,32,46.7281
2023,3,16,22,33,35.9857
2023,3,16,22,43,28.5726
2023,3,16,22,48,3.0217
2023,3,16,22,55,6.6378
2023,3,16,22,58,57.2612
2023,3,16,23,5,16.1027
2023,3,16,23,14,3.3137
2023,3,16,23,14,3.6551
2023,3,16,23,21,49.4111
2023,3,16,23,22,50.3301
2023,3,16,23,23,16.5019
2023,3,16,23,32,9.373
2023,3,16,23,36,19.018
2023,3,16,23,40,21.191
2023,3,16,23,45,34.6377
2023,3,16,23,55,4.8477
2023,3,16,23,55,20.1288
2023,3,17,0,1,26.6144
2023,3,17,0,15,22.9716
2023,3,17,0,17,44.5415
2023,3,17,0,19,42.6439
2023,3,17,0,35,9.1499
2023,3,17,0,42,8.781
2023,3,17,0,54,42.513
2023,3,17,0,56,38.5605
2023,3,17,1,1,21.4753
2023,3,17,1,6,17.2228
2023,3,17,1,24,27.3007
2023,3,17,1,41,11.5399
2023,3,17,1,49,9.2807
2023,3,17,2,8,19.1618
2023,3,17,2,14,6.9746
2023,3,17,2,14,38.9475
2023,3,17,2,36,56.8604
2023,3,17,2,39,37.7216
2023,3,17,2,53,56.4605
2023,3,17,2,58,21.5451
2023,3,17,3,0,42.1186
2023,3,17,3,11,26.8448
2023,3,17,3,12,38.6815
2023,3,17,3,18,49.1553
2023,3,17,3,21,44.0216
2023,3,17,3,23,17.4582
2023,3,17,3,34,1.9994
2023,3,17,3,37,41.0969
2023,3,17,3,44,51.5
2023,3,17,3,48,16.284
2023,3,17,3,50,4.5161
2023,3,17,3,54,10.7504
2023,3,17,3,57,40.7776
2023,3,17,3,59,54.0897
2023,3,17,4,2,48.1775
2023,3,17,4,6,37.5736
2023,3,17,4,8,45.4916
2023,3,17,4,33,54.5895
2023,3,17,4,43,43.0677
2023,3,17,4,45,56.8327
2023,3,17,4,50,52.537
2023,3,17,5,16,15.0395
2023,3,17,5,18,9.0691
2023,3,17,5,20,41.0046
2023,3,17,5,38,30.8253
2023,3,17,5,46,57.965
2023,3,17,5,50,29.9258
2023,3,17,5,56,49.7574
2023,3,17,6,14,17.5402
2023,3,17,6,17,28.0076
2023,3,17,6,19,33.504
2023,3,17,6,21,18.1147
2023,3,17,6,23,16.5075
2023,3,17,6,25,19.8048
2023,3,17,6,25,28.3687
2023,3,17,6,41,29.8165
2023,3,17,6,46,23.6654
2023,3,17,7,10,16.1154
2023,3,17,7,24,23.753
2023,3,17,7,36,14.997
2023,3,17,7,49,32.9783
2023,3,17,7,50,53.6243
2023,3,17,8,2,16.3851
2023,3,17,8,6,15.7604
2023,3,17,8,28,10.4623
2023,3,17,8,46,39.0488
2023,3,17,8,50,17.3474
2023,3,17,9,0,48.6119
2023,3,17,9,6,20.2346
2023,3,17,9,12,25.0279
2023,3,17,9,35,27.865
2023,3,17,9,39,13.8956
2023,3,17,9,40,51.4338
2023,3,17,9,48,29.5008
2023,3,17,9,51,29.2083
2023,3,17,9,54,16.4213
2023,3,17,9,57,10.7875
2023,3,17,10,0,26.9724
2023,3,17,10,6,27.3534
2023,3,17,10,30,52.3071
2023,3,17,10,43,29.4391
2023,3,17,10,49,15.8986
2023,3,17,10,58,48.4809
2023,3,17,11,1,44.3501
2023,3,17,11,8,18.8865
2023,3,17,11,11,37.5227
2023,3,17,11,29,30.3797
2023,3,17,11,30,10.0164
2023,3,17,11,42,4.8155
2023,3,17,11,54,9.6198
2023,3,17,11,58,48.9856
2023,3,17,12,8,22.9856
2023,3,17,12,9,38.8388
2023,3,17,12,14,17.784
2023,3,17,12,20,13.8704
2023,3,17,12,28,35.84
2023,3,17,12,31,9.3307
2023,3,17,12,34,38.4966
2023,3,17,12,38,33.0612
2023,3,17,12,41,16.9822
2023,3,17,12,51,3.6396
2023,3,17,12,51,54.6528
2023,3,17,13,22,28.3268
2023,3,17,13,24,9.9049
2023,3,17,13,36,33.2377
2023,3,17,13,41,24.2738
2023,3,17,13,55,48.9352
2023,3,17,14,6,18.9597
2023,3,17,14,25,37.503
2023,3,17,14,30,33.273
2023,3,17,14,44,45.0892
2023,3,17,14,55,42.117
2023,3,17,15,9,40.4014
2023,3,17,15,13,22.8331
2023,3,17,15,14,58.6257
2023,3,17,15,21,0.0976
2023,3,17,15,27,35.6509
2023,3,17,15,29,39.8259
2023,3,17,15,30,51.7959
2023,3,17,15,41,24.3553
2023,3,17,15,51,48.0449
2023,3,17,15,59,14.5592
2023,3,17,16,1,43.117
2023,3,17,16,11,57.4893
2023,3,17,16,20,21.1021
2023,3,17,16,34,39.6016
2023,3,17,16,40,51.846
2023,3,17,16,49,3.9978
2023,3,17,16,50,52.2699
2023,3,17,16,52,38.2365
2023,3,17,17,1,46.4376
2023,3,17,17,7,21.9796
2023,3,17,17,7,57.0043
2023,3,17,17,8,20.3941
2023,3,17,17,15,57.2556
2023,3,17,17,17,20.2363
2023,3,17,17,19,34.9816
2023,3,17,17,28,40.0179
2023,3,17,17,33,23.4346
2023,3,17,17,35,10.7233
2023,3,17,17,42,26.728
2023,3,17,17,47,25.0004
2023,3,17,17,54,27.817
2023,3,17,17,58,14.4875
2023,3,17,17,59,7.9688
2023,3,17,18,8,31.8399
2023,3,17,18,11,17.3308
2023,3,17,18,20,38.775
2023,3,17,18,26,46.0562
2023,3,17,18,38,0.7217
2023,3,17,18,45,56.1531
2023,3,17,18,51,17.7629
2023,3,17,18,56,10.3402
2023,3,17,19,0,17.7394
2023,3,17,19,1,11.8223
2023,3,17,19,17,1.6081
2023,3,17,19,21,30.0162
2023,3,17,19,27,36.2285
2023,3,17,19,28,10.0411
2023,3,17,19,29,7.4967
2023,3,17,19,33,57.3168
2023,3,17,19,46,2.9861
2023,3,17,19,53,11.7075
2023,3,17,19,54,36.8891
2023,3,17,19,55,6.9103
2023,3,17,20,11,49.736
2023,3,17,20,13,9.7633
2023,3,17,20,20,3.8907
2023,3,17,20,24,29.8262
2023,3,17,20,32,27.1462
2023,3,17,20,33,23.5104
2023,3,17,20,34,11.4255
2023,3,17,20,38,50.8993
2023,3,17,20,45,59.2473
2023,3,17,20,46,37.2128
2023,3,17,20,51,3.8108
2023,3,17,21,1,59.0636
2023,3,17,21,3,24.426
2023,3,17,21,9,24.5228
2023,3,17,21,9,57.1649
2023,3,17,21,15,29.6892
2023,3,17,21,19,53.6929
2023,3,17,21,22,33.0614
2023,3,17,21,23,28.5871
2023,3,17,21,43,1.0644
2023,3,17,21,50,42.1639
2023,3,17,21,51,40.5975
2023,3,17,21,52,49.2001
2023,3,17,21,54,39.8251
2023,3,17,21,59,2.8397
2023,3,17,22,7,43.0275
2023,3,17,22,10,56.2525
2023,3,17,22,13,11.4962
2023,3,17,22,25,57.4661
2023,3,17,22,31,52.9905
2023,3,17,22,37,20.4301
2023,3,17,22,40,27.5265
2023,3,17,22,47,8.8746
2023,3,17,22,53,47.298
2023,3,17,22,55,29.8988
2023,3,17,22,57,52.1787
2023,3,17,22,59,7.1615
2023,3,17,22,59,11.8879
2023,3,17,23,3,27.4495
2023,3,17,23,6,27.5048
2023,3,17,23,7,34.1334
2023,3,17,23,9,51.5867
2023,3,17,23,15,56.4493
2023,3,17,23,16,4.9463
2023,3,17,23,22,26.7463
2023,3,17,23,31,15.5982
2023,3,17,23,32,38.7293
2023,3,17,23,39,13.7071
2023,3,17,23,39,50.5931
2023,3,17,23,42,56.4863
2023,3,17,23,44,54.9288
2023,3,17,23,49,46.1169
2023,3,17,23,52,34.2438
2023,3,18,0,6,9.9042
2023,3,18,0,25,18.2027
2023,3,18,0,29,24.0114
2023,3,18,0,41,43.3318
2023,3,18,1,5,34.511
2023,3,18,1,16,37.5432
2023,3,18,1,22,58.939
2023,3,18,1,27,8.3221
2023,3,18,1,31,22.7262
2023,3,18,1,32,46.0741
2023,3,18,1,40,4.2215
2023,3,18,1,43,18.0375
2023,3,18,1,51,29.4086
2023,3,18,1,57,19.5904
2023,3,18,1,58,15.1307
2023,3,18,2,2,24.5513
2023,3,18,2,14,30.8415
2023,3,18,2,17,20.3359
2023,3,18,2,18,12.3892
2023,3,18,2,22,17.8661
2023,3,18,2,23,14.0873
2023,3,18,2,37,58.7361
2023,3,18,2,40,48.6002
2023,3,18,2,48,26.6905
2023,3,18,2,51,14.1825
2023,3,18,2,56,44.3011
2023,3,18,2,57,0.2291
2023,3,18,2,59,25.3571
2023,3,18,3,3,24.0641
2023,3,18,3,3,23.9798
2023,3,18,3,10,59.2063
2023,3,18,3,24,44.2966
2023,3,18,3,25,11.5258
2023,3,18,3,30,2.0001
2023,3,18,3,32,48.8878
2023,3,18,3,37,37.9524
2023,3,18,3,40,5.2535
2023,3,18,3,50,18.2663
2023,3,18,3,52,1.3284
2023,3,18,3,59,2.6621
2023,3,18,4,2,36.3466
2023,3,18,4,5,53.6733
2023,3,18,4,6,57.1547
2023,3,18,4,16,0.4265
2023,3,18,4,20,33.7034
2023,3,18,4,37,34.9368
2023,3,18,4,41,39.7222
2023,3,18,4,52,21.8421
2023,3,18,4,58,3.4577
2023,3,18,5,5,26.5855
2023,3,18,5,14,28.6681
2023,3,18,5,21,50.0453
2023,3,18,5,24,24.4324
2023,3,18,5,40,47.2696
2023,3,18,5,42,3.4647
2023,3,18,5,49,19.3347
2023,3,18,5,55,9.8377
2023,3,18,5,56,38.8097
2023,3,18,6,5,50.2003
2023,3,18,6,7,43.1815
2023,3,18,6,15,8.5052
2023,3,18,6,15,42.3487
2023,3,18,6,19,18.804
2023,3,18,6,20,46.7079
2023,3,18,6,25,24.6624
2023,3,18,6,33,4.1455
2023,3,18,6,35,52.139
2023,3,18,6,39,45.7319
2023,3,18,6,46,22.7048
2023,3,18,6,47,10.0106
2023,3,18,6,49,11.4018
2023,3,18,6,50,23.8381
2023,3,18,6,51,24.6371
2023,3,18,6,52,11.1015
2023,3,18,6,57,42.618
2023,3,18,7,16,12.3252
2023,3,18,7,34,31.7159
2023,3,18,7,38,7.4576
2023,3,18,7,43,20.4933
2023,3,18,7,52,28.0284
2023,3,18,7,55,40.9253
2023,3,18,8,2,18.2658
2023,3,18,8,5,11.5621
2023,3,18,8,9,30.3052
2023,3,18,8,13,4.4609
2023,3,18,8,13,58.3203
2023,3,18,8,15,43.1981
2023,3,18,8,21,9.6752
2023,3,18,8,22,53.034
2023,3,18,8,28,16.3574
2023,3,18,8,30,9.0675
2023,3,18,8,43,19.2796
2023,3,18,8,45,38.1197
2023,3,18,8,48,28.5065
2023,3,18,8,51,24.0005
2023,3,18,8,54,32.0632
2023,3,18,9,5,32.0788
2023,3,18,9,12,33.4031
2023,3,18,9,17,54.849
2023,3,18,9,25,30.4587
2023,3,18,9,31,5.2183
2023,3,18,9,49,9.4451
2023,3,18,9,53,12.4505
2023,3,18,10,2,1.7645
2023,3,18,10,3,42.7837
2023,3,18,10,6,1.0116
2023,3,18,10,14,46.2321
2023,3,18,10,21,47.3924
2023,3,18,10,28,53.6525
2023,3,18,10,33,47.7293
2023,3,18,10,42,37.8324
2023,3,18,10,55,50.5922
2023,3,18,11,4,2.1884
2023,3,18,11,7,48.608
2023,3,18,11,15,18.1507
2023,3,18,11,26,16.1716
2023,3,18,11,28,5.872
2023,3,18,11,31,21.7048
2023,3,18,11,43,53.5822
2023,3,18,11,48,34.2407
2023,3,18,11,54,55.4639
2023,3,18,12,4,49.2429
2023,3,18,12,10,38.9934
2023,3,18,12,43,42.6562
2023,3,18,12,54,43.4012
2023,3,18,13,2,44.8345
2023,3,18,13,7,55.5471
2023,3,18,13,14,14.1108
2023,3,18,13,15,52.1411
2023,3,18,13,29,25.9465
2023,3,18,13,31,33.4888
2023,3,18,13,35,15.9704
2023,3,18,13,40,41.7835
2023,3,18,13,44,33.0963
2023,3,18,13,47,25.8167
2023,3,18,13,52,34.1902
2023,3,18,13,59,10.9273
2023,3,18,14,1,19.8787
2023,3,18,14,7,5.2312
2023,3,18,14,10,47.2285
2023,3,18,14,17,29.9722
2023,3,18,14,29,2.2564
2023,3,18,14,47,0.6418
2023,3,18,14,48,31.153
2023,3,18,14,54,18.0778
2023,3,18,14,55,24.0438
2023,3,18,14,57,6.7569
2023,3,18,14,59,22.4288
2023,3,18,15,0,54.6926
2023,3,18,15,6,26.3158
2023,3,18,15,19,30.0755
2023,3,18,15,36,15.9093
2023,3,18,15,40,21.3231
2023,3,18,15,42,51.2763
2023,3,18,15,49,2.1548
2023,3,18,15,50,49.5906
2023,3,18,15,51,55.8654
2023,3,18,15,58,46.0648
2023,3,18,16,7,25.6531
2023,3,18,16,10,41.4022
2023,3,18,16,15,29.1267
2023,3,18,16,18,20.2178
2023,3,18,16,22,41.6065
2023,3,18,16,26,22.2415
2023,3,18,16,32,29.2128
2023,3,18,16,36,47.6463
2023,3,18,16,40,16.1813
2023,3,18,16,48,19.5122
2023,3,18,16,50,50.9583
2023,3,18,16,56,11.7726
2023,3,18,17,0,15.0209
2023,3,18,17,7,24.968
2023,3,18,17,13,6.64
2023,3,18,17,30,45.1909
2023,3,18,17,32,13.3554
2023,3,18,17,37,30.6271
2023,3,18,17,38,2.5805
2023,3,18,17,42,58.4647
2023,3,18,17,47,21.4525
2023,3,18,17,50,20.6191
2023,3,18,17,55,28.0175
2023,3,18,17,56,19.6066
2023,3,18,17,57,53.9884
2023,3,18,17,58,21.7117
2023,3,18,18,3,19.7085
2023,3,18,18,12,34.1143
2023,3,18,18,23,39.9225
2023,3,18,18,33,51.9706
2023,3,18,18,43,27.3992
2023,3,18,18,49,32.3808
2023,3,18,19,3,56.3705
2023,3,18,19,14,51.5328
2023,3,18,19,16,14.3671
2023,3,18,19,28,14.621
2023,3,18,19,35,1.5211
2023,3,18,19,36,18.3734
2023,3,18,19,41,37.2288
2023,3,18,19,54,3.7083
2023,3,18,20,11,54.5682
2023,3,18,20,20,36.9552
2023,3,18,20,24,51.5033
2023,3,18,20,29,44.0986
2023,3,18,20,31,29.4017
2023,3,18,20,42,46.9295
2023,3,18,20,44,19.808
2023,3,18,20,48,32.0412
2023,3,18,20,53,4.2641
2023,3,18,20,55,58.4984
2023,3,18,21,3,19.7298
2023,3,18,21,8,20.9791
2023,3,18,21,25,28.6015
2023,3,18,21,38,58.3283
2023,3,18,21,49,45.1835
2023,3,18,21,59,34.0856
2023,3,18,22,3,44.9734
2023,3,18,22,9,59.0287
2023,3,18,22,16,19.969
2023,3,18,22,23,30.8052
2023,3,18,22,30,8.7829
2023,3,18,22,35,44.8253
2023,3,18,22,37,47.6528
2023,3,18,22,46,26.5696
2023,3,18,22,49,27.2073
2023,3,18,22,54,57.3228
2023,3,18,22,55,54.2336
2023,3,18,22,56,57.3746
2023,3,18,22,57,31.5881
2023,3,18,23,14,37.0501
2023,3,18,23,21,34.4364
2023,3,18,23,25,43.8364
2023,3,18,23,35,15.6998
2023,3,18,23,41,18.2823
2023,3,18,23,48,10.0612
2023,3,18,23,49,59.9481
2023,3,18,23,51,5.6236
2023,3,18,23,52,1.82
2023,3,19,0,6,7.062
2023,3,19,0,10,30.0844
2023,3,19,0,16,19.9808
2023,3,19,0,16,40.9937
2023,3,19,0,22,30.0856
2023,3,19,0,24,9.6255
2023,3,19,0,26,11.5091
2023,3,19,0,28,30.2401
2023,3,19,0,31,8.043
2023,3,19,0,35,17.1503
2023,3,19,0,39,30.3113
2023,3,19,0,42,41.7278
2023,3,19,0,43,19.5841
2023,3,19,0,45,44.7294
2023,3,19,0,47,7.7545
2023,3,19,0,48,13.0934
2023,3,19,0,48,19.827
2023,3,19,0,49,27.6867
2023,3,19,0,55,52.3956
2023,3,19,0,59,10.5608
2023,3,19,1,19,33.3134
2023,3,19,1,32,4.7923
2023,3,19,1,51,41.8233
2023,3,19,1,53,46.987
2023,3,19,1,55,56.2055
2023,3,19,1,57,22.7309
2023,3,19,1,58,53.9298
2023,3,19,2,13,57.3781
2023,3,19,2,15,51.1191
2023,3,19,2,29,23.6974
2023,3,19,2,29,55.5513
2023,3,19,2,34,8.4139
2023,3,19,2,40,30.3292
2023,3,19,2,49,58.985
2023,3,19,2,51,44.3001
2023,3,19,2,55,10.7346
2023,3,19,3,5,59.2304
2023,3,19,3,8,49.581
2023,3,19,3,19,40.4141
2023,3,19,3,31,45.0826
2023,3,19,3,34,43.0103
2023,3,19,3,36,34.8744
2023,3,19,3,48,25.1664
2023,3,19,3,54,1.1119
2023,3,19,4,5,46.1512
2023,3,19,4,10,8.9639
2023,3,19,4,14,24.737
2023,3,19,4,16,34.4741
2023,3,19,4,27,55.7295
2023,3,19,4,30,43.4179
2023,3,19,4,33,56.811
2023,3,19,4,34,25.5075
2023,3,19,4,35,39.6263
2023,3,19,4,38,7.8876
2023,3,19,4,43,0.982
2023,3,19,4,54,7.702
2023,3,19,4,56,26.1799
2023,3,19,4,58,35.0449
2023,3,19,4,59,32.8932
2023,3,19,5,11,4.4722
2023,3,19,5,17,33.2437
2023,3,19,5,25,10.7637
2023,3,19,5,29,20.2936
2023,3,19,5,34,25.9906
2023,3,19,5,41,13.1304
2023,3,19,5,43,32.004
2023,3,19,5,47,45.7369
2023,3,19,5,51,21.6485
2023,3,19,5,54,29.4189
2023,3,19,6,11,21.7154
2023,3,19,6,17,7.6499
2023,3,19,6,18,10.4749
2023,3,19,6,21,12.5215
2023,3,19,6,26,29.8744
2023,3,19,6,28,57.4044
2023,3,19,6,35,16.018
2023,3,19,6,40,54.8971
2023,3,19,6,53,20.6648
2023,3,19,6,56,0.145
2023,3,19,6,59,33.0689
2023,3,19,7,6,20.396
2023,3,19,7,9,13.901
2023,3,19,7,12,36.1092
2023,3,19,7,15,20.8375
2023,3,19,7,16,23.1745
2023,3,19,7,23,59.5771
2023,3,19,7,25,26.1943
2023,3,19,7,33,47.1366
2023,3,19,7,34,29.5656
2023,3,19,7,35,24.1785
2023,3,19,7,39,1.9172
2023,3,19,7,46,17.2963
2023,3,19,7,49,0.3066
2023,3,19,7,55,33.4757
2023,3,19,8,3,44.2762
2023,3,19,8,4,1.8214
2023,3,19,8,4,39.181
2023,3,19,8,10,30.5058
2023,3,19,8,15,38.6029
2023,3,19,8,20,37.5848
2023,3,19,8,22,3.1436
2023,3,19,8,26,17.2291
2023,3,19,8,29,48.1733
2023,3,19,8,32,0.2792
2023,3,19,8,38,0.4924
2023,3,19,8,43,53.3698
2023,3,19,8,44,19.1587
2023,3,19,8,50,27.9938
2023,3,19,8,56,25.4782
2023,3,19,8,59,15.0313
2023,3,19,9,5,11.9508
2023,3,19,9,25,33.9636
2023,3,19,9,25,35.4133
2023,3,19,9,28,4.9499
2023,3,19,9,29,23.6021
2023,3,19,9,31,26.4691
2023,3,19,9,37,51.0511
2023,3,19,9,39,10.0137
2023,3,19,9,52,21.5509
2023,3,19,9,56,27.3541
2023,3,19,9,58,46.8096
2023,3,19,9,58,53.3208
2023,3,19,10,1,18.6862
2023,3,19,10,3,46.6712
2023,3,19,10,19,45.817
2023,3,19,10,24,20.2522
2023,3,19,10,35,47.8825
2023,3,19,10,37,55.4101
2023,3,19,10,39,6.9577
2023,3,19,10,44,9.1924
2023,3,19,10,44,25.4113
2023,3,19,10,55,47.079
2023,3,19,10,58,9.3448
2023,3,19,11,5,59.6815
2023,3,19,11,26,54.0935
2023,3,19,11,28,50.1766
2023,3,19,11,32,34.1963
2023,3,19,11,32,40.8122
2023,3,19,11,37,16.7972
2023,3,19,11,37,38.0757
2023,3,19,11,42,35.8864
2023,3,19,11,48,16.7604
2023,3,19,11,52,36.2268
2023,3,19,11,52,43.3255
2023,3,19,11,52,46.4756
2023,3,19,11,55,58.2378
2023,3,19,11,59,1.928
2023,3,19,12,5,12.7175
2023,3,19,12,5,14.9396
2023,3,19,12,7,58.7555
2023,3,19,12,12,12.4606
2023,3,19,12,14,7.9995
2023,3,19,12,20,19.8344
2023,3,19,12,21,43.4234
2023,3,19,12,24,34.1123
2023,3,19,12,25,18.8618
2023,3,19,12,37,52.1194
2023,3,19,12,38,37.3109
2023,3,19,12,39,42.0561
2023,3,19,12,43,44.7913
2023,3,19,12,45,54.3279
2023,3,19,12,47,31.3115
2023,3,19,12,50,45.104
2023,3,19,12,52,48.7775
2023,3,19,12,54,4.9724
2023,3,19,12,54,24.6897
2023,3,19,12,56,45.2454
2023,3,19,12,58,37.7552
2023,3,19,13,1,44.1515
2023,3,19,13,2,50.4758
2023,3,19,13,4,43.0318
2023,3,19,13,10,21.1225
2023,3,19,13,12,24.8063
2023,3,19,13,17,34.5562
2023,3,19,13,20,9.1567
2023,3,19,13,25,45.2362
2023,3,19,13,28,8.3976
2023,3,19,13,31,37.7551
2023,3,19,13,36,37.6783
2023,3,19,13,44,11.404
2023,3,19,13,50,2.3519
2023,3,19,13,54,0.7795
2023,3,19,14,4,59.8509
2023,3,19,14,14,24.8434
2023,3,19,14,18,27.9119
2023,3,19,14,21,15.5525
2023,3,19,14,24,23.594
2023,3,19,14,25,57.4923
2023,3,19,14,29,41.1402
2023,3,19,14,33,18.799
2023,3,19,14,40,7.5594
2023,3,19,14,43,2.1354
2023,3,19,14,53,48.9481
2023,3,19,14,54,58.2691
2023,3,19,14,58,39.9792
2023,3,19,15,1,40.8007
2023,3,19,15,8,36.1918
2023,3,19,15,19,58.745
2023,3,19,15,22,49.3042
2023,3,19,15,25,12.5192
2023,3,19,15,30,15.3235
2023,3,19,15,43,33.6419
2023,3,19,15,55,9.8036
2023,3,19,16,0,49.9435
2023,3,19,16,7,6.8973
2023,3,19,16,13,53.8371
2023,3,19,16,15,19.6977
2023,3,19,16,17,12.1846
2023,3,19,16,33,47.7285
2023,3,19,16,34,29.9553
2023,3,19,16,39,53.3412
2023,3,19,16,43,16.6495
2023,3,19,16,52,43.5935
2023,3,19,16,54,55.8909
2023,3,19,16,56,32.0062
2023,3,19,16,59,32.4682
2023,3,19,17,1,54.4725
2023,3,19,17,4,33.044
2023,3,19,17,15,31.0943
2023,3,19,17,17,32.1248
2023,3,19,17,19,29.2144
2023,3,19,17,41,14.3746
2023,3,19,17,51,27.0012
2023,3,19,17,53,47.3421
2023,3,19,18,1,17.4971
2023,3,19,18,4,1.9027
2023,3,19,18,8,14.4053
2023,3,19,18,12,19.3855
2023,3,19,18,12,58.8053
2023,3,19,18,25,20.9877
2023,3,19,18,28,47.5693
2023,3,19,18,38,30.3946
2023,3,19,18,44,22.8426
2023,3,19,18,46,57.8175
2023,3,19,18,47,52.4043
2023,3,19,18,50,25.6301
2023,3,19,18,56,28.6329
2023,3,19,19,12,8.9401
2023,3,19,19,13,24.8615
2023,3,19,19,15,46.8825
2023,3,19,19,17,15.2804
2023,3,19,19,23,51.9345
2023,3,19,19,25,54.0031
2023,3,19,19,30,14.2026
2023,3,19,19,33,1.1859
2023,3,19,19,35,5.3783
2023,3,19,19,39,41.3117
2023,3,19,19,41,32.4939
2023,3,19,19,58,43.7726
2023,3,19,20,0,10.3825
2023,3,19,20,6,20.2823
2023,3,19,20,19,5.8475
2023,3,19,20,21,56.7227
2023,3,19,20,24,51.5332
2023,3,19,20,27,25.6935
2023,3,19,20,32,46.5396
2023,3,19,20,38,46.7137
2023,3,19,20,52,48.8171
2023,3,19,20,54,3.4069
2023,3,19,21,14,36.7922
2023,3,19,21,21,43.2089
2023,3,19,21,27,52.9807
2023,3,19,21,34,19.6213
2023,3,19,21,36,46.8797
2023,3,19,21,43,12.8916
2023,3,19,21,46,39.1414
2023,3,19,22,2,38.8067
2023,3,19,22,3,48.8988
2023,3,19,22,4,51.8991
2023,3,19,22,19,17.6605
2023,3,19,22,28,38.2753
2023,3,19,22,33,51.4415
2023,3,19,22,35,5.6471
2023,3,19,22,38,14.443
2023,3,19,22,41,10.6898
2023,3,19,22,44,27.6518
2023,3,19,22,47,43.5039
2023,3,19,22,55,30.6421
2023,3,19,23,0,33.1944
2023,3,19,23,1,6.909
2023,3,19,23,4,18.4489
2023,3,19,23,7,58.6853
2023,3,19,23,9,59.9585
2023,3,19,23,16,53.2568
2023,3,19,23,20,43.3207
2023,3,19,23,26,24.8901
2023,3,19,23,30,12.5344
2023,3,19,23,33,24.3401
2023,3,19,23,44,0.4422
2023,3,19,23,46,0.6481
2023,3,19,23,50,39.2877
2023,3,20,0,2,3.4794
2023,3,20,0,9,3.0073
2023,3,20,0,10,11.643
2023,3,20,0,14,35.379
2023,3,20,0,25,11.0352
2023,3,20,0,46,39.2746
2023,3,20,0,51,10.1925
